Store ID,Store Name,Address,City,County,Zip Code,Store Location,Store_Segment,CLV,Frequency
4456,Kum & Go #53 / Iowa City,955 MORMON TREK BLVD,Iowa City,Johnson,52246.0,POINT (-91.57409 41.64996),At-Risk Accounts,14836.35,
3881,7 Rayos Liquor Store,120 E MAIN ST,Marshalltown,Marshall,50158.0,POINT (-92.91042 42.04914),Loyal Giants,307434.43,187.05882352941177
2544,Hy-Vee Food Store (1403) / Marshalltown,802 SOUTH CENTER,Marshalltown,Marshall,50158.0,POINT (-92.91279 42.03909),Loyal Giants,623354.74,755.5371900826447
4203,Liquor And Tobacco Outlet /,620 W BREMER AVE,Waverly,Bremer,50677.0,POINT (-92.47887 42.72571),Loyal Giants,156125.40000000002,149.17355371900828
5460,Smokin Joe'S # 6 Tobacco And Liquor Outlet,2411 2ND ST STE 4,Coralville,Johnson,52241.0,POINT (-91.59964 41.68371),,,
2578,Hy-Vee / Charles City,901 KELLY ST,Charles City,Floyd,50616.0,POINT (-92.67553 43.06702),Champions,407824.12000000005,330.8426966292135
4149,Fareway Stores #015 / Denison,609 ARROWHEAD DR,Denison,Crawford,51442.0,POINT (-95.3721 42.02421),Champions,91353.71,73.90449438202246
5797,Casey'S General Store #1649 / Waverly,1312 W BREMER AVE,Waverly,Bremer,50677.0,POINT (-92.4868 42.72565),At-Risk Accounts,31182.239999999998,42.944606413994165
4703,Walgreens #00910 / Sioux City,100 PIERCE ST,Sioux City,Woodbury,51101.0,POINT (-96.40488 42.49085),At-Risk Accounts,26225.400000000005,15.92696629213483
3731,Wal-Mart 1241 / Davenport,5811 ELMORE AVE,Davenport,Scott,52807.0,POINT (-90.52905 41.58027),Loyal Giants,362457.45000000007,257.35537190082647
6173,Mini-Mart / Independence,709 1ST STREET WEST,Independence,Buchanan,50644.0,POINT (-91.90183 42.46863),Loyal Giants,71664.29000000001,164.21052631578948
6319,Sergeant Bluff Pump 'N Pak / Sergeant Bluff,200 1ST STREET,Sergeant Bluff,Woodbury,51054.0,POINT (-96.36287 42.40031),At-Risk Accounts,1836.06,22.0
5196,The Depot Coralville,100 E  OAKDALE BLVD,Coralville,Johnson,52241.0,POINT (-91.56195 41.70146),At-Risk Accounts,24969.509999999995,38.05714285714286
2549,Hy-Vee Food Store (1271) / Indianola,910 N JEFFERSON,Indianola,Warren,50125.0,POINT (-93.55836 41.36854),Loyal Giants,881156.3000000002,453.3613445378151
2637,Hy-Vee #5 / Davenport,2351 W LOCUST,Davenport,Scott,52804.0,POINT (-90.61251 41.53819),Champions,707253.42,592.5
3540,Super Target T-0533 / Davenport,5225 ELMORE AVE,Davenport,Scott,52807.0,POINT (-90.52823 41.57189),Loyal Giants,115496.5,78.15126050420167
6150,The Depot Gilman,102 S. ELM ST.,Gilman,Marshall,50106.0,POINT (-92.78577 41.87961),At-Risk Accounts,15701.27,28.66071428571429
6035,Bootlegging Barzinis,412 FIRST AVE,Coralville,Johnson,52241.0,POINT (-91.56558 41.67306),Loyal Giants,291534.55,190.69060773480663
4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,Oelwein,Fayette,50662.0,POINT (-91.9105 42.67686),Champions,190403.47,117.18232044198895
5800,Brew Gas Coffee Wine Spirits,2026 RIVERSIDE BLVD,Sioux City,Woodbury,51109.0,POINT (-96.47455 42.51497),Loyal Giants,68091.62,129.25619834710744
4189,Fareway Stores #594 / Manchester,109 EAST MARION ST,Manchester,Delaware,52057.0,POINT (-91.45723 42.48215),Loyal Giants,176173.69,93.61344537815125
4321,Fareway Stores #501 / Charles City,210 11TH STREET,Charles City,Floyd,50616.0,POINT (-92.67443 43.05269),Loyal Giants,79321.51,66.29834254143647
6344,Hello Mart Llc / Sioux City,4218 MORNINGSIDE AVENUE,Sioux City,Woodbury,51106.0,POINT (-96.35286 42.47065),Loyal Giants,265263.95,142.9945054945055
4196,Fareway Stores #987 / Davenport,1635 WEST 53RD ST,Davenport,Scott,52806.0,POINT (-90.59855 41.57451),Champions,386694.92,144.2016806722689
6002,Casey'S General Store #2597 / Sloan,104 BUCKLEY ST,Sloan,Woodbury,51055.0,POINT (-96.22242 42.22901),At-Risk Accounts,36790.12000000001,40.28089887640449
4148,Fareway Stores #479 / Independence,1400 3RD AVE SE,Independence,Buchanan,50644.0,POINT (-91.89032 42.45576),Loyal Giants,190643.06,194.17127071823205
2603,Hy-Vee Wine And Spirits / Bettendorf,2890 DEVILS GLEN ROAD,Bettendorf,Scott,52722.0,POINT (-90.48373 41.55236),Loyal Giants,1472170.99,983.4710743801653
5541,Casey'S General Store #2550 / Osceola,1706 JEFFREY'S DR. PO BOX 466,Osceola,Clarke,50213.0,POINT (-93.78874 41.02763),Loyal Giants,48022.26000000001,87.25714285714287
6268,Super Mart / Oelwein,701 SOUTH FREDERICK AVENUE,Oelwein,Fayette,50662.0,POINT (-91.91348 42.66912),Champions,258848.62000000002,249.86187845303868
5343,Frohlich'S Super Valu,403 MAIN ST.,Coon Rapids,Carroll,50058.0,POINT (-94.67628 41.87086),Loyal Giants,57612.64,171.04972375690608
5421,Yesway # 1009/ Harlan,618 DURANT STREET,Harlan,Shelby,51537.0,POINT (-95.3186 41.65679),At-Risk Accounts,44434.94,34.80337078651685
6148,Beer On Floyd / Sioux City,3132 FLOYD BLVD,Sioux City,Woodbury,51108.0,POINT (-96.37095 42.53325),Champions,477774.99,326.3636363636364
5004,Ida Grove Food Pride,200 SUSAN LAWRENCE DR,Ida Grove,Ida,51445.0,,Loyal Giants,103680.20999999999,111.82584269662921
5181,Casey'S General Store #3434  /  Denv,"1101, JEFFERSON ST",Denver,Bremer,50622.0,POINT (-92.3361 42.66591),Champions,54044.05,45.08426966292134
6136,Rush Stop / Charles City,609 S MAIN ST,Charles City,Floyd,50616.0,POINT (-92.68254 43.06101),Loyal Giants,67760.9,75.84269662921348
5645,Phillips 66 / Grinnell,1031 WEST ST,Grinnell,Poweshiek,50112.0,POINT (-92.72737 41.74591),Loyal Giants,113583.58000000002,189.85714285714286
6243,Hy-Vee Dollar Fresh / Independence,1975 3 ELMS ROAD,Independence,Buchanan,50644.0,POINT (-91.8888 42.45661),Loyal Giants,116269.67000000001,121.9327731092437
6190,Hawks Liquor & Tobacco / Coralville,2425 2ND STREET,Coralville,Johnson,52241.0,POINT (-91.60082 41.68433),Champions,177132.54,138.646408839779
10100,Eastside Liquor And Grocery / Marshalltown,1116 EAST NEVADA STREET,Marshalltown,Marshall,50158.0,POINT (-92.89304 42.04434),Champions,116978.64,174.6218487394958
5242,Kum & Go #3502 / Iowa City,2303 MUSCATINE AVE,Iowa City,Johnson,52240.0,POINT (-91.50162 41.64955),Champions,53036.13,138.45505617977528
5818,Casey'S General Store #2894 / Indianola,1101 E 2ND AVE,Indianola,Warren,50125.0,POINT (-93.54773 41.35808),At-Risk Accounts,36418.72000000001,43.94957983193277
4152,Food Land Super Markets,407 W HURON,Missouri Valley,Harrison,51555.0,POINT (-95.89893 41.55739),Loyal Giants,162102.22,421.8232044198895
6135,Kirkwood Liquor And Tobacco / Iowa City,300 KIRKWOOD AVE,Iowa City,Johnson,52240.0,POINT (-91.53149 41.64943),Loyal Giants,93403.77,94.06077348066299
6204,Depot Liquor & Grocery / Marshalltown,114 CENTER ST.,Marshalltown,Marshall,50158.0,POINT (-92.91295 42.05161),Loyal Giants,135609.96,182.10084033613444
4452,Select Mart    Gordon Dr,2825 GORDON DR,Sioux City,Woodbury,51105.0,POINT (-96.37201 42.48962),Loyal Giants,124423.51999999999,134.03361344537814
2623,Hy-Vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,Sioux City,Woodbury,51104.0,POINT (-96.41781 42.51984),Loyal Giants,829730.3299999998,503.4710743801653
6041,Liquor Downtown / Iowa City,315 S GILBERT ST,Iowa City,Johnson,52240.0,POINT (-91.53028 41.65736),Loyal Giants,228066.9,152.90055248618785
3784,Hartig Drug #14 / Independence,200  1ST ST EAST,Independence,Buchanan,50644.0,POINT (-91.89297 42.46873),Loyal Giants,106966.08,137.2375690607735
5710,Casey'S #3763 -Waverly,1032 4TH STREET SW,Waverly,Bremer,50677.0,POINT (-92.47551 42.71557),Loyal Giants,60053.63999999999,92.47933884297521
3879,Target Store T-1800 / Sioux City,5775 SUNNYBROOK DR,Sioux City,Woodbury,51106.0,POINT (-96.33256 42.45226),Loyal Giants,123276.68,82.35294117647058
3928,Smokin' Joe'S #12 Tobacco And Liquor Outlet,465 HWY 965 UNIT G,North Liberty,Johnson,52317.0,POINT (-91.60761 41.74002),Champions,62165.9,84.11602209944752
3756,Main Street Liquors / Manning,316 MAIN ST,Manning,Carroll,51455.0,POINT (-95.06512 41.90859),Loyal Giants,74544.89,196.7696629213483
5882,Hometown Foods / State Center,120 E MAIN ST,State Center,Marshall,50247.0,POINT (-93.1624 42.01683),At-Risk Accounts,16492.31,50.68656716417911
5408,Casey'S General Store # 1441/ Marshalltown,1402 S 12TH AVE,Marshalltown,Marshall,50158.0,POINT (-92.89344 42.03189),Rising Stars,30910.54,24.132231404958677
4713,Walgreens #10985 / Coralville,2751 HEARTLAND DR,Coralville,Johnson,52241.0,POINT (-91.61004 41.70056),Rising Stars,16804.17,26.72268907563025
5117,Food & Gas Mart  /  Marshalltown,"613, N 3RD AVE",Marshalltown,Marshall,50158.0,POINT (-92.90809 42.05767),At-Risk Accounts,25608.319999999992,32.4
4697,Southside Liquor & Tobacco / Iowa City,1921 KEOKUK ST,Iowa City,Johnson,52240.0,POINT (-91.52482 41.64196),Loyal Giants,254639.18,131.62087912087912
5295,Yesway Store # 10023/ Waterloo,117 SAN MARNAN DR E,Waterloo,Black Hawk,50702.0,POINT (-92.35576 42.45783),,,
10076,Hometown Spirits / Tiffin,119 WEST MARENGO ROAD,Tiffin,Johnson,52340.0,POINT (-91.66474 41.7071),Champions,195603.76,135.82872928176795
5678,Save More / Davenport,405 E LOCUST ST,Davenport,Scott,52803.0,POINT (-90.56882 41.53827),Champions,426969.28,273.38842975206614
2228,Rodgers Spirits And More,53 GREEN ST,Winterset,Madison,50273.0,POINT (-94.01398 41.33639),,,
4192,Fareway Stores #044 / Bettendorf,3800 BELMONT RD,Bettendorf,Scott,52722.0,POINT (-90.48035 41.55631),Champions,182445.63,83.05785123966942
3565,Hartig Drug Store #10 / Iowa City,701 MORMON TREK BLVD,Iowa City,Johnson,52246.0,POINT (-91.57404 41.65219),Loyal Giants,68839.46000000002,92.32044198895028
4000,Foodland Super Markets / Woodbine,62 5TH ST,Woodbine,Harrison,51579.0,POINT (-95.70297 41.73704),At-Risk Accounts,10847.25,71.25
5186,Casey'S General Store #3452 / West U,"102, E  BRADFORD ST",West Union,Fayette,52175.0,POINT (-91.80637 42.96421),At-Risk Accounts,42923.3,42.21910112359551
4588,Sam'S Mini Mart / Sioux City,923 W 7TH ST,Sioux City,Woodbury,51103.0,POINT (-96.41944 42.50368),,,
4786,Casey'S General Store #1706 / Winterset,1021 N 1ST ST,Winterset,Madison,50273.0,POINT (-94.01348 41.34354),Loyal Giants,55555.950000000004,60.588235294117645
5203,Kimmes Coon Rapids Country Store #12,"516, HIGHWAY 141",Coon Rapids,Carroll,50058.0,POINT (-94.67786 41.8658),Champions,48127.34,43.31460674157303
4981,Sinclair Food Mart,206 N MAIN ST,Traer,Tama,50675.0,POINT (-92.46547 42.19641),Rising Stars,32920.159999999996,34.89971346704871
6210,Bailey'S Convenience / Sioux City,1203 TRI VIEW AVENUE,Sioux City,Woodbury,51104.0,POINT (-96.42298 42.49418),Loyal Giants,71632.25000000001,90.24793388429752
5027,Hard Rock Hotel & Casino Sioux City,111 3RD ST,Sioux City,Woodbury,51101.0,POINT (-96.41019 42.49305),Loyal Giants,119292.72999999998,69.5798319327731
5926,Gopuff / Iowa City,1907 STEVENS DR  UNITS C-E,Iowa City,Johnson,52240.0,POINT (-91.53454 41.64172),At-Risk Accounts,31739.36,22.36842105263158
2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,Carroll,Carroll,51401.0,POINT (-94.87676 42.07076),Loyal Giants,845739.33,565.3591160220994
4769,Elma Locker And Grocery,100 GRANT ST,Elma,Howard,50628.0,POINT (-92.43577 43.24432),Loyal Giants,66327.67,42.26519337016575
4651,Casey'S General Store #2300 / Jewell,301 MAIN ST,Jewell,Hamilton,50130.0,POINT (-93.64 42.30264),At-Risk Accounts,41017.7,47.82857142857143
5244,The Ox & Wren Spirits And Gifts,708 2ND  AVE  SE,Cresco,Howard,52136.0,POINT (-92.10635 43.3711),Loyal Giants,267294.75,214.55801104972377
5511,The Depot North Liberty,1290 S DUBUQUE ST,North Liberty,Johnson,52317.0,POINT (-91.58839 41.74116),Rising Stars,23001.440000000002,44.91573033707865
3997,Wal-Mart 4606 / Osceola,2400 COLLEGE DRIVE,Osceola,Clarke,50213.0,POINT (-93.79989 41.02475),Loyal Giants,96179.79000000001,68.65546218487395
3354,Sam'S Club 8238 / Davenport,3845 ELMORE AVE.,Davenport,Scott,52807.0,POINT (-90.52719 41.55736),Champions,1503983.14,193.88429752066116
3932,Main Street Spirits / Mapleton,311 MAIN ST,Mapleton,Monona,51034.0,POINT (-95.79376 42.16589),Loyal Giants,134527.43,158.70165745856355
5352,Casey'S General Store # 3565/ Tripoli,600 7TH AVE,Tripoli,Bremer,50676.0,POINT (-92.2485 42.80235),Loyal Giants,60747.53,54.18539325842696
4888,Circle S Bluff Stop,302 1ST ST,Sergeant Bluff,Woodbury,51054.0,POINT (-96.36138 42.40033),Loyal Giants,54504.45,67.93388429752066
2705,Hy-Vee Cresco Dollar Fresh,22422 HWY 9,Cresco,Howard,52349.0,POINT (-92.13081 43.37108),Loyal Giants,103243.58,85.53370786516854
4395,Kum & Go #133 / Ellsworth,1111 IA HIGHWAY 175,Ellsworth,Hamilton,50075.0,POINT (-93.57371 42.31048),Loyal Giants,51408.51,119.33701657458563
5060,L&M Mighty Shop,"504, E BURLINGTON ST",Iowa City,Johnson,52240.0,POINT (-91.52845 41.65785),At-Risk Accounts,46606.32,57.80701754385965
2672,Hy-Vee / Winterset,923 N  1ST ST,Winterset,Madison,50273.0,POINT (-94.01348 41.34253),Champions,184156.83000000002,102.94117647058823
5197,Kum & Go #201 / Coralville,822 1ST  AVE,Coralville,Johnson,52241.0,POINT (-91.56639 41.68131),Loyal Giants,49934.369999999995,72.64044943820224
6121,Liquor Tobacco & Vape / Manchester,316 E MAIN ST,Manchester,Delaware,52057.0,POINT (-91.45444 42.48402),At-Risk Accounts,8978.56,98.57142857142858
3054,Mcnally'S Super Valu,1026 MAIN,Grinnell,Poweshiek,50112.0,POINT (-92.72579 41.74573),At-Risk Accounts,45298.56,151.8857142857143
4366,Kum & Go #137 / Tiffin,101 VILLAGE DR,Tiffin,Johnson,52340.0,POINT (-91.65616 41.69656),At-Risk Accounts,38307.38999999999,94.89795918367346
4882,Casey'S General Store #3026 / St Charles,209 E MAIN ST,St Charles,Madison,50240.0,POINT (-93.80392 41.28843),At-Risk Accounts,35877.86,37.410714285714285
2704,Hy-Vee Oelwein Dollar Fresh,1345 S FREDERICK AVE,Oelwein,Fayette,50662.0,POINT (-91.91359 42.65941),Champions,146571.76,98.0672268907563
5666,Costco Wholesale #1325 / Davenport,2790 E 53RD ST,Davenport,Scott,52807.0,POINT (-90.53397 41.57484),Loyal Giants,1297403.56,71.15702479338843
3651,Wal-Mart 1491 / Indianola,1500 NORTH JEFFERSON,Indianola,Warren,50125.0,POINT (-93.5584 41.37311),Loyal Giants,278684.69,194.36974789915965
5715,Raysmarket,3452 LAFAYETTE ROAD,Evansdale,Black Hawk,50707.0,POINT (-92.29173 42.47842),,,
5952,Tobacco Outlet Plus #537 / Iowa City,923 S RIVERSIDE DR,Iowa City,Johnson,52246.0,POINT (-91.54018 41.64901),,,
3456,Quick Shop / Clear Lake,904 N 8TH ST,Clear Lake,Cerro Gordo,50428.0,POINT (-93.3788 43.14286),,,
4146,Fareway Stores #561 / Waverly,220 W BREMER AVE,Waverly,Bremer,50677.0,POINT (-92.47417 42.72575),Loyal Giants,150669.19999999998,98.67768595041322
5530,Yesway #1148 / Marshalltown,1701 IOWA AVE E,Marshalltown,Marshall,50158.0,POINT (-92.88481 42.00688),At-Risk Accounts,12277.12,8.466898954703833
6054,Liberty View Wine & Spirits / North Liberty,595 COUNTRY LANE  STE 1,North Liberty,Johnson,52317.0,POINT (-91.62236 41.75166),Loyal Giants,167149.85,122.96178343949045
10081,Colfax Travel Center / Colfax,1405 NORTH WALNUT STREET,Colfax,Jasper,50054.0,POINT (-93.24677 41.69555),,,
5701,The Hut 23,603 10TH STREET,Onawa,Monona,51040.0,POINT (-96.09718 42.0318),Loyal Giants,112528.00000000001,136.09550561797752
5727,One Stop Shop #4 - Denison,306 NORTH 7TH STREET,Denison,Crawford,51442.0,POINT (-95.36078 42.02064),Loyal Giants,55251.01,51.573033707865164
4253,Fareway Stores #683 / Winterset,719 W. HIGHWAY 92,Winterset,Madison,50273.0,POINT (-94.01903 41.34486),Loyal Giants,126656.16,91.09243697478992
4837,Kum & Go #51 / Iowa City,323 E BURLINGTON ST,Iowa City,Johnson,52240.0,POINT (-91.53064 41.65787),At-Risk Accounts,25402.530000000002,27.05056179775281
4558,Kum & Go #226 / Sioux City,1373 PIERCE ST,Sioux City,Woodbury,51105.0,POINT (-96.40503 42.50474),Loyal Giants,127700.01,124.95867768595042
5871,Gm Mart / Iowa City,2601 HIGHWAY 6 EAST,Iowa City,Johnson,52240.0,POINT (-91.49602 41.63415),Champions,151795.71,123.64640883977901
5870,Keystone Liquor,517 2ND ST,Coralville,Johnson,52241.0,POINT (-91.57392 41.67152),Loyal Giants,183195.52999999997,156.8258426966292
4385,Kum & Go #43 / New Virginia,1453 CO HWY G76,New Virginia,Warren,50210.0,POINT (-93.78232 41.17654),At-Risk Accounts,34324.85999999999,34.78991596638655
2656,Hy-Vee Food Store / Corning,300  10TH ST,Corning,Adams,50841.0,POINT (-94.73183 40.99183),Loyal Giants,115382.28,133.56741573033707
5445,Casey'S General Store # 2781/ Iowa City,1410 WILLOW CREEK DR.,Iowa City,Johnson,52246.0,POINT (-91.56005 41.64147),Champions,58597.990000000005,54.69101123595505
5179,Baxter Family Market,"103, N  MAIN ST",Baxter,Jasper,50028.0,POINT (-93.15143 41.82674),Rising Stars,14308.039999999999,18.362068965517242
4560,Casey'S General Store #2914 / Harlan,"1006, CHATBURN AVE",Harlan,Shelby,51537.0,POINT (-95.32271 41.64541),Champions,64776.30999999999,65.14044943820224
2595,Hy-Vee Wine And Spirits / Denison,"1620  4TH AVE, SOUTH",Denison,Crawford,51442.0,POINT (-95.34853 42.01232),Champions,470008.48,255.25280898876403
6267,Polk City Liquor / Polk City,201 NORTH 3RD STREET,Polk City,Polk,50226.0,POINT (-93.71316 41.77242),Loyal Giants,125507.02999999998,145.6786703601108
3888,Wal-Mart 0647 / Grinnell,415 INDUSTRIAL AVE,Grinnell,Poweshiek,50112.0,POINT (-92.73032 41.72091),Champions,187590.98,108.8235294117647
6189,Hy-Vee Dollar Fresh / Manchester,1080 W MAIN ST.,Manchester,Delaware,52057.0,POINT (-91.47158 42.48389),Champions,136033.14,88.59890109890111
10019,Oelwein Mart / Oelwein,801 EAST CHARLES STREET,Oelwein,Fayette,50662.0,POINT (-91.90234 42.6788),Loyal Giants,49405.19999999999,60.7563025210084
10098,The Pumper / Fayette,515 W. WATER STREET,Fayette,Fayette,52142.0,POINT (-91.80875 42.84444),Loyal Giants,60063.02,90.08426966292134
4973,Quillins Quality Foods West Union,"303, HWY 150 N",West Union,Fayette,52175.0,POINT (-91.81441 42.96531),Loyal Giants,116418.71999999999,121.34831460674157
3719,Wal-Mart 0581 / Marshalltown,2802 S CENTER ST,Marshalltown,Marshall,50158.0,POINT (-92.91247 42.01208),Loyal Giants,321772.48,237.7310924369748
5988,Casey'S General Store #1527 / Grinnell,312 WEST STREET,Grinnell,Poweshiek,50112.0,POINT (-92.72731 41.73524),At-Risk Accounts,32442.859999999997,47.14285714285714
4565,Kum & Go #228 / Sioux City,1925 S LAKEPORT ST,Sioux City,Woodbury,51106.0,POINT (-96.34664 42.47085),At-Risk Accounts,44789.83,64.62809917355372
4019,Wal-Mart 1506 / Manchester,1220 WEST MAIN,Manchester,Delaware,52057.0,POINT (-91.47817 42.48386),Champions,154695.88,116.45604395604396
5120,Casey'S General Store #3442 / Maplet,"401, S  4TH  ST",Mapleton,Monona,51034.0,POINT (-95.79328 42.16184),At-Risk Accounts,34762.76,31.095505617977526
6257,Station Mart 2 / Evansdale,1119 RIVER FOREST ROAD,Evansdale,Black Hawk,50707.0,POINT (-92.29778 42.4628),Loyal Giants,91071.09,102.09944751381215
6040,Hometown Foods / Traer,420 SECOND STREET,Traer,Iowa,50675.0,POINT (-92.46808 42.1934),Loyal Giants,70500.45,54.19889502762431
5405,Kum & Go #524/ Coralville,2600 HOLIDAY RD,Coralville,Johnson,52241.0,POINT (-91.60731 41.70053),At-Risk Accounts,36597.73,40.607734806629836
5406,Casey'S General Store # 2918/ Coralville,2798 COMMERCE DR.,Coralville,Johnson,52241.0,POINT (-91.61045 41.69586),Loyal Giants,55532.11000000001,47.86516853932584
5257,Mad Ave Quik Shop,"405, MADISON AVE",Ottumwa,Wapello,52501.0,POINT (-92.41044 40.99903),Loyal Giants,535014.8,310.44943820224717
5712,Casey'S #2866-Waterloo,51 E TOWER PARK DRIVE,Waterloo,Black Hawk,50701.0,POINT (-92.35595 42.45642),At-Risk Accounts,40823.62000000001,47.359550561797754
6020,I Towner Stop / Indianola,403 W 2ND AVE,Indianola,Warren,50125.0,POINT (-93.56585 41.35838),Loyal Giants,67214.78,61.596638655462186
5728,Beer Thirty Denison,923 4TH AVENUE SOUTH,Denison,Crawford,51442.0,POINT (-95.36009 42.01235),Loyal Giants,372015.51,176.29213483146066
5086,"Central Mart I, Llc.",2501 FLOYD BLVD,Sioux City,Woodbury,51106.0,POINT (-96.38511 42.51602),At-Risk Accounts,14808.319999999998,
4285,Fareway Stores #922 / New Hampton,102 S WATER AVE,New Hampton,Chickasaw,50659.0,POINT (-92.31288 43.05803),Loyal Giants,173331.3,151.85393258426964
5987,Casey'S General Store #3955 / North Liberty,245 S HWY 965,North Liberty,Johnson,52317.0,POINT (-91.6076 41.74308),Loyal Giants,56264.68000000001,58.75690607734807
5358,Kum & Go #1056/ Bevington,101 E IA HWY 92,Bevington,Warren,50033.0,POINT (-93.79263 41.35979),Loyal Giants,49514.43000000001,74.78991596638656
3930,Kuennen'S Liquor Store,106 W MAINS ST PO BOX 142,St Lucas,Fayette,52166.0,POINT (-91.93327 43.06598),Loyal Giants,112568.64,63.11797752808989
4506,Casey'S General Store #2667 / Tiffin,403 STEPHENS ST,Tiffin,Johnson,52340.0,POINT (-91.6602 41.7073),Rising Stars,37735.409999999996,37.25373134328358
5989,Casey'S General Store #1134 / Grinnell,1718 6TH AVE,Grinnell,Poweshiek,50112.0,POINT (-92.71101 41.74615),At-Risk Accounts,26870.070000000003,32.71137026239067
9013,Iowa Distilling Company,4349 CUMMING AVE.,Cumming,Warren,50061.0,POINT (-93.76245 41.4832),,,
5683,Casey'S General Store #2697 / Onawa,706 10TH ST,Onawa,Monona,51040.0,POINT (-96.0972 42.03036),At-Risk Accounts,25413.409999999996,23.638968481375358
4884,Tobacco Hut #11 / Sioux City,"4523, MORNINGSIDE AVE",Sioux City,Woodbury,51106.0,POINT (-96.34867 42.47047),Loyal Giants,62771.83999999999,76.21848739495798
4457,Kum & Go #422 / Iowa City,731 S RIVERSIDE DR,Iowa City,Johnson,52246.0,POINT (-91.54028 41.6506),At-Risk Accounts,44594.61,60.92696629213483
3943,Good And Quick Co,519 LINCOLNWAY,Nevada,Story,50201.0,POINT (-93.45326 42.0227),Loyal Giants,80772.72,163.27731092436974
4504,Jiffy Express #921 / Indianola,311 NORTH JEFFERSON,Indianola,Warren,50125.0,POINT (-93.55835 41.36305),At-Risk Accounts,34755.15,30.25714285714286
3611,Logan Super Foods,403 E 6TH,Logan,Harrison,51546.0,POINT (-95.78624 41.64406),Loyal Giants,78153.5,77.2752808988764
5829,Casey'S General Store #3858 - Iowa City,370 SCOTT CT,Iowa City,Johnson,52245.0,POINT (-91.48214 41.65747),Loyal Giants,57441.9,46.01123595505618
5537,Pronto Market / Sumner,117 W 1ST ST,Sumner,Bremer,50674.0,POINT (-92.09871 42.84746),Rising Stars,33850.7,46.93820224719101
5228,Anthon Mini Mart,"101, W MAIN ST",Anthon,Woodbury,51004.0,POINT (-95.86849 42.38826),Rising Stars,38722.59,37.87292817679558
3859,Wal-Mart 0750 / Independence,302 ENTERPRISE DR SW,Independence,Buchanan,50644.0,POINT (-91.89302 42.45068),Champions,161140.24999999997,102.52100840336134
5396,Casey'S General Store # 3512/ Indianola,301 E TRAILRIDGE AVE,Indianola,Warren,50125.0,POINT (-93.54872 41.38317),Loyal Giants,48561.44,85.71428571428571
6120,Cresco Mart,202 2ND AVE SW,Cresco,Howard,52136.0,POINT (-92.11894 43.3711),At-Risk Accounts,41427.76,48.79213483146067
5786,Casey'S General Store #2779 / Coralville,1987 2ND ST,Coralville,Johnson,52241.0,POINT (-91.59092 41.6792),At-Risk Accounts,44770.6,44.171270718232044
4657,Casey'S General Store #2526 / Wellsburg,308 N WASHINGTON,Wellsburg,Grundy,50680.0,POINT (-92.92525 42.43626),At-Risk Accounts,41598.76,37.4585635359116
5592,Hubers Store,101 MAIN STREET,Fort Atkinson,Winneshiek,52144.0,POINT (-91.93245 43.14339),,,
4568,Select Mart / Sioux City,4103 FLOYD BLVD,Sioux City,Woodbury,51108.0,POINT (-96.35844 42.54205),Loyal Giants,140609.25,116.38655462184873
5649,The Depot Tiffin,221 W MARENGO RD,Tiffin,Johnson,52340.0,POINT (-91.66563 41.70716),Rising Stars,32906.29,39.530386740331494
5538,Casey'S General Store #2490 / Story City,1625 E BROAD ST,Story City,Story,50248.0,POINT (-93.5742 42.18774),Loyal Giants,49875.99999999999,63.31491712707182
4482,Indy 66 West #929 / Indianola,2001 WEST 2ND AVE,Indianola,Warren,50125.0,POINT (-93.58765 41.35613),Loyal Giants,51869.40000000001,51.680672268907564
5616,Casey'S General Store #2623 / Fairbank,103 24TH ST,Fairbank,Buchanan,50629.0,,At-Risk Accounts,34623.18,30.92436974789916
5673,Casey'S General Store #2821 / Gladbrook,201 8TH ST,Gladbrook,Tama,50635.0,POINT (-92.71808 42.18131),At-Risk Accounts,22888.64,23.70262390670554
4205,Fareway Stores #467 / Marshalltown,102 WEST ANSON ST,Marshalltown,Marshall,50158.0,POINT (-92.91498 42.03813),Loyal Giants,89511.11000000002,100.92436974789916
4524,Casey'S General Store #1139 / Nora Springs,14 E CONGRESS,Nora Springs,Floyd,50458.0,POINT (-93.00521 43.14271),At-Risk Accounts,39437.81,83.37016574585635
4640,Mart Stop #1 / Davenport,3527 SPRING ST,Davenport,Scott,52807.0,POINT (-90.54771 41.55618),Loyal Giants,106549.18,67.05882352941177
2536,Hy-Vee (1530) / Pleasant Hill,4815 MAPLE DRIVE,Pleasant Hill,Polk,50317.0,POINT (-93.51874 41.59714),Champions,723906.53,414.01662049861494
4910,Prime Mart #3 / Waterloo,1008 LAPORTE RD,Waterloo,Black Hawk,50702.0,POINT (-92.32301 42.47635),Loyal Giants,142268.76999999996,122.90055248618785
2660,Hy-Vee Food Store / Sioux Center,1951 S MAIN AVE,Sioux Center,Sioux,51250.0,POINT (-96.1753 43.05617),Loyal Giants,167617.88,166.93820224719101
3993,New Star Liquor / W 4Th S / Waterloo,1625 WEST 4TH ST,Waterloo,Black Hawk,50701.0,POINT (-92.35649 42.48437),Loyal Giants,231936.05000000002,231.79558011049724
